ensg	biotype
ENSG00000269807.1	lncRNA
ENSG00000269318.1	lncRNA
ENSG00000267980.1	lncRNA
ENSG00000267255.1	lncRNA
ENSG00000267030.1	lncRNA
ENSG00000267769.1	lncRNA
ENSG00000267011.5	lncRNA
ENSG00000268565.1	lncRNA
ENSG00000205790.1	lncRNA
ENSG00000287884.1	lncRNA
ENSG00000176840.13	lncRNA
ENSG00000268536.2	lncRNA
ENSG00000269604.1	lncRNA
ENSG00000267484.1	lncRNA
ENSG00000267550.1	lncRNA
ENSG00000274447.1	lncRNA
ENSG00000289543.1	lncRNA
ENSG00000267709.1	lncRNA
ENSG00000266941.1	lncRNA
ENSG00000267571.1	lncRNA
ENSG00000266983.2	lncRNA
ENSG00000267262.2	lncRNA
ENSG00000267299.1	lncRNA
ENSG00000267563.1	lncRNA
ENSG00000269802.1	lncRNA
ENSG00000269444.1	lncRNA
ENSG00000275234.1	lncRNA
ENSG00000268203.1	lncRNA
ENSG00000268191.1	lncRNA
ENSG00000276980.1	lncRNA
ENSG00000269680.1	lncRNA
ENSG00000268845.1	lncRNA
ENSG00000267852.1	lncRNA
ENSG00000269371.1	lncRNA
ENSG00000268204.1	lncRNA
ENSG00000268120.1	lncRNA
ENSG00000214248.2	lncRNA
ENSG00000268149.1	lncRNA
ENSG00000260500.1	lncRNA
ENSG00000286138.2	lncRNA
ENSG00000269813.1	lncRNA
ENSG00000289255.1	lncRNA
ENSG00000267939.1	lncRNA
ENSG00000271717.1	lncRNA
ENSG00000269386.6	lncRNA
ENSG00000268931.1	lncRNA
ENSG00000268618.1	lncRNA
ENSG00000267986.1	lncRNA
ENSG00000269300.1	lncRNA
ENSG00000269400.1	lncRNA
ENSG00000267510.1	lncRNA
ENSG00000287275.2	lncRNA
ENSG00000267273.1	lncRNA
ENSG00000287960.1	lncRNA
ENSG00000278611.3	lncRNA
ENSG00000267106.9	lncRNA
ENSG00000277587.1	lncRNA
ENSG00000267612.1	lncRNA
ENSG00000266950.1	lncRNA
ENSG00000267289.1	lncRNA
ENSG00000267650.1	lncRNA
ENSG00000267387.1	lncRNA
ENSG00000266978.1	lncRNA
ENSG00000267105.1	lncRNA
ENSG00000267607.1	lncRNA
ENSG00000274425.1	lncRNA
ENSG00000267197.1	lncRNA
ENSG00000267100.1	lncRNA
ENSG00000266936.1	lncRNA
ENSG00000267082.1	lncRNA
ENSG00000273733.1	lncRNA
ENSG00000267174.6	lncRNA
ENSG00000267576.1	lncRNA
ENSG00000267277.2	lncRNA
ENSG00000197332.9	lncRNA
ENSG00000266922.1	lncRNA
ENSG00000267646.1	lncRNA
ENSG00000267089.1	lncRNA
ENSG00000267274.1	lncRNA
ENSG00000268744.1	lncRNA
ENSG00000234848.1	lncRNA
ENSG00000269560.1	lncRNA
ENSG00000230310.1	lncRNA
ENSG00000285583.1	lncRNA
ENSG00000268945.1	lncRNA
ENSG00000267791.1	lncRNA
ENSG00000267004.1	lncRNA
ENSG00000267212.1	lncRNA
ENSG00000267062.1	lncRNA
ENSG00000267424.1	lncRNA
ENSG00000267735.1	lncRNA
ENSG00000266975.1	lncRNA
ENSG00000267458.1	lncRNA
ENSG00000267417.1	lncRNA
ENSG00000267610.2	lncRNA
ENSG00000266897.1	lncRNA
ENSG00000267512.1	lncRNA
ENSG00000287296.1	lncRNA
ENSG00000267598.1	lncRNA
ENSG00000267633.1	lncRNA
ENSG00000267582.1	lncRNA
ENSG00000267519.6	lncRNA
ENSG00000275091.1	lncRNA
ENSG00000267670.1	lncRNA
ENSG00000267783.2	lncRNA
ENSG00000267169.2	lncRNA
ENSG00000287254.1	lncRNA
ENSG00000267723.1	lncRNA
ENSG00000267406.1	lncRNA
ENSG00000266913.1	lncRNA
ENSG00000267147.2	lncRNA
ENSG00000267379.1	lncRNA
ENSG00000267474.1	lncRNA
ENSG00000268564.1	lncRNA
ENSG00000269635.1	lncRNA
ENSG00000273218.1	lncRNA
ENSG00000266951.2	lncRNA
ENSG00000268673.3	lncRNA
ENSG00000288618.1	lncRNA
ENSG00000267308.3	lncRNA
ENSG00000214049.8	lncRNA
ENSG00000267517.1	lncRNA
ENSG00000267373.1	lncRNA
ENSG00000269243.1	lncRNA
ENSG00000267033.1	lncRNA
ENSG00000287961.1	lncRNA
ENSG00000267275.1	lncRNA
ENSG00000289333.1	lncRNA
ENSG00000277825.1	lncRNA
ENSG00000267703.1	lncRNA
ENSG00000289330.1	lncRNA
ENSG00000269399.2	lncRNA
ENSG00000268309.1	lncRNA
ENSG00000269085.1	lncRNA
ENSG00000279529.1	lncRNA
ENSG00000269578.1	lncRNA
ENSG00000268087.1	lncRNA
ENSG00000269427.1	lncRNA
ENSG00000269044.2	lncRNA
ENSG00000267904.1	lncRNA
ENSG00000269799.1	lncRNA
ENSG00000268743.1	lncRNA
ENSG00000268985.1	lncRNA
ENSG00000268289.1	lncRNA
ENSG00000269066.1	lncRNA
ENSG00000268056.5	lncRNA
ENSG00000269836.1	lncRNA
ENSG00000269480.1	lncRNA
ENSG00000269815.1	lncRNA
ENSG00000269350.1	lncRNA
ENSG00000282851.2	lncRNA
ENSG00000269481.1	lncRNA
ENSG00000269053.1	lncRNA
ENSG00000269736.1	lncRNA
ENSG00000269439.7	lncRNA
ENSG00000269161.1	lncRNA
ENSG00000269752.1	lncRNA
ENSG00000268112.1	lncRNA
ENSG00000269145.2	lncRNA
ENSG00000268650.3	lncRNA
ENSG00000268199.2	lncRNA
ENSG00000268938.2	lncRNA
ENSG00000269191.1	lncRNA
ENSG00000268030.1	lncRNA
ENSG00000268983.1	lncRNA
ENSG00000269694.1	lncRNA
ENSG00000269019.2	lncRNA
ENSG00000288837.1	lncRNA
ENSG00000267234.1	lncRNA
ENSG00000259242.2	lncRNA
ENSG00000286080.1	lncRNA
ENSG00000266904.7	lncRNA
ENSG00000287533.1	lncRNA
ENSG00000267581.1	lncRNA
ENSG00000267481.1	lncRNA
ENSG00000267565.1	lncRNA
ENSG00000267383.8	lncRNA
ENSG00000269043.2	lncRNA
ENSG00000269110.1	lncRNA
ENSG00000268560.1	lncRNA
ENSG00000288815.1	lncRNA
ENSG00000268416.1	lncRNA
ENSG00000268326.1	lncRNA
ENSG00000289297.1	lncRNA
ENSG00000268658.5	lncRNA
ENSG00000268081.2	lncRNA
ENSG00000268555.2	lncRNA
ENSG00000268240.1	lncRNA
ENSG00000268184.1	lncRNA
ENSG00000269504.3	lncRNA
ENSG00000267872.1	lncRNA
ENSG00000268597.1	lncRNA
ENSG00000269796.1	lncRNA
ENSG00000270947.1	lncRNA
ENSG00000286157.1	lncRNA
ENSG00000260599.1	lncRNA
ENSG00000269364.1	lncRNA
ENSG00000268823.2	lncRNA
ENSG00000268038.4	lncRNA
ENSG00000268981.5	lncRNA
ENSG00000268296.2	lncRNA
ENSG00000261558.2	lncRNA
ENSG00000261615.7	lncRNA
ENSG00000269543.5	lncRNA
ENSG00000267886.1	lncRNA
ENSG00000269107.1	lncRNA
ENSG00000267934.1	lncRNA
ENSG00000269416.7	lncRNA
ENSG00000267924.1	lncRNA
ENSG00000287399.1	lncRNA
ENSG00000269289.6	lncRNA
ENSG00000269397.1	lncRNA
ENSG00000268362.6	lncRNA
ENSG00000276030.1	lncRNA
ENSG00000267696.6	lncRNA
ENSG00000261824.8	lncRNA
ENSG00000261770.1	lncRNA
ENSG00000267575.8	lncRNA
ENSG00000281468.1	lncRNA
ENSG00000266977.2	lncRNA
ENSG00000267509.5	lncRNA
ENSG00000266928.1	lncRNA
ENSG00000267320.5	lncRNA
ENSG00000267238.1	lncRNA
ENSG00000260725.1	lncRNA
ENSG00000283403.1	lncRNA
ENSG00000267243.6	lncRNA
ENSG00000266893.1	lncRNA
ENSG00000267423.1	lncRNA
ENSG00000267537.1	lncRNA
ENSG00000266976.3	lncRNA
ENSG00000267617.2	lncRNA
ENSG00000267339.8	lncRNA
ENSG00000267683.1	lncRNA
ENSG00000267027.1	lncRNA
ENSG00000267240.1	lncRNA
ENSG00000267014.6	lncRNA
ENSG00000288017.1	lncRNA
ENSG00000267498.2	lncRNA
ENSG00000276251.1	lncRNA
ENSG00000276631.1	lncRNA
ENSG00000287272.1	lncRNA
ENSG00000267574.1	lncRNA
ENSG00000266248.1	lncRNA
ENSG00000289030.1	lncRNA
ENSG00000286867.1	lncRNA
ENSG00000286538.1	lncRNA
ENSG00000267006.1	lncRNA
ENSG00000287859.1	lncRNA
ENSG00000288072.1	lncRNA
ENSG00000267223.1	lncRNA
ENSG00000289187.1	lncRNA
ENSG00000267760.1	lncRNA
ENSG00000267081.1	lncRNA
ENSG00000261316.1	lncRNA
ENSG00000267378.1	lncRNA
ENSG00000284430.1	lncRNA
ENSG00000267777.2	lncRNA
ENSG00000267662.1	lncRNA
ENSG00000267636.1	lncRNA
ENSG00000267599.1	lncRNA
ENSG00000267407.2	lncRNA
ENSG00000261400.1	lncRNA
ENSG00000267465.7	lncRNA
ENSG00000267489.5	lncRNA
ENSG00000267204.1	lncRNA
ENSG00000267133.2	lncRNA
ENSG00000286041.1	lncRNA
ENSG00000288790.1	lncRNA
ENSG00000267213.4	lncRNA
ENSG00000267557.1	lncRNA
ENSG00000267475.2	lncRNA
ENSG00000267567.1	lncRNA
ENSG00000267555.1	lncRNA
ENSG00000289378.1	lncRNA
ENSG00000267054.1	lncRNA
ENSG00000273420.1	lncRNA
ENSG00000267714.2	lncRNA
ENSG00000270212.1	lncRNA
ENSG00000267580.1	lncRNA
ENSG00000267727.1	lncRNA
ENSG00000267296.2	lncRNA
ENSG00000267130.1	lncRNA
ENSG00000266985.1	lncRNA
ENSG00000289539.1	lncRNA
ENSG00000277013.1	lncRNA
ENSG00000287526.1	lncRNA
ENSG00000267219.1	lncRNA
ENSG00000267024.1	lncRNA
ENSG00000268751.2	lncRNA
ENSG00000268683.1	lncRNA
ENSG00000274104.1	lncRNA
ENSG00000267767.3	lncRNA
ENSG00000261754.2	lncRNA
ENSG00000269086.3	lncRNA
ENSG00000271109.2	lncRNA
ENSG00000271171.3	lncRNA
ENSG00000269037.1	lncRNA
ENSG00000270876.1	lncRNA
ENSG00000269303.1	lncRNA
ENSG00000271032.1	lncRNA
ENSG00000227392.2	lncRNA
ENSG00000179066.8	lncRNA
ENSG00000221857.7	lncRNA
ENSG00000271366.1	lncRNA
ENSG00000268947.1	lncRNA
ENSG00000288942.1	lncRNA
ENSG00000269553.1	lncRNA
ENSG00000205786.8	lncRNA
ENSG00000233214.1	lncRNA
ENSG00000232680.2	lncRNA
ENSG00000288731.1	lncRNA
ENSG00000289246.1	lncRNA
ENSG00000236144.9	lncRNA
ENSG00000283907.1	lncRNA
ENSG00000224910.2	lncRNA
ENSG00000267626.1	lncRNA
ENSG00000226510.2	lncRNA
ENSG00000267439.1	lncRNA
ENSG00000267328.1	lncRNA
ENSG00000267049.1	lncRNA
ENSG00000267786.1	lncRNA
ENSG00000267388.1	lncRNA
ENSG00000267698.2	lncRNA
ENSG00000270760.1	lncRNA
ENSG00000232677.10	lncRNA
ENSG00000267053.8	lncRNA
ENSG00000266973.1	lncRNA
ENSG00000267363.1	lncRNA
ENSG00000267309.1	lncRNA
ENSG00000228629.2	lncRNA
ENSG00000233527.10	lncRNA
ENSG00000276071.1	lncRNA
ENSG00000225975.8	lncRNA
ENSG00000267260.3	lncRNA
ENSG00000267353.1	lncRNA
ENSG00000267254.7	lncRNA
ENSG00000267345.1	lncRNA
ENSG00000267672.1	lncRNA
ENSG00000267437.1	lncRNA
ENSG00000267605.8	lncRNA
ENSG00000226686.9	lncRNA
ENSG00000286449.1	lncRNA
ENSG00000276846.1	lncRNA
ENSG00000267682.1	lncRNA
ENSG00000266916.8	lncRNA
ENSG00000267115.1	lncRNA
ENSG00000180458.2	lncRNA
ENSG00000267470.6	lncRNA
ENSG00000267152.1	lncRNA
ENSG00000287496.1	lncRNA
ENSG00000268051.1	lncRNA
ENSG00000268764.1	lncRNA
ENSG00000269653.1	lncRNA
ENSG00000268499.1	lncRNA
ENSG00000286037.1	lncRNA
ENSG00000266963.1	lncRNA
ENSG00000267090.1	lncRNA
ENSG00000269445.1	lncRNA
ENSG00000268055.2	lncRNA
ENSG00000267291.1	lncRNA
ENSG00000267375.1	lncRNA
ENSG00000267892.1	lncRNA
ENSG00000268756.1	lncRNA
ENSG00000269688.1	lncRNA
ENSG00000269050.1	lncRNA
ENSG00000269486.2	lncRNA
ENSG00000287271.1	lncRNA
ENSG00000267992.1	lncRNA
ENSG00000269172.1	lncRNA
ENSG00000269246.1	lncRNA
ENSG00000288919.1	lncRNA
ENSG00000288770.1	lncRNA
ENSG00000269792.1	lncRNA
ENSG00000269460.1	lncRNA
ENSG00000276445.1	lncRNA
ENSG00000269749.1	lncRNA
ENSG00000269296.1	lncRNA
ENSG00000205041.1	lncRNA
ENSG00000277453.1	lncRNA
ENSG00000268366.1	lncRNA
ENSG00000282951.1	lncRNA
ENSG00000269843.1	lncRNA
ENSG00000269353.1	lncRNA
ENSG00000269652.1	lncRNA
ENSG00000286177.1	lncRNA
ENSG00000277744.1	lncRNA
ENSG00000268987.1	lncRNA
ENSG00000268475.1	lncRNA
ENSG00000267107.9	lncRNA
ENSG00000289298.1	lncRNA
ENSG00000268355.1	lncRNA
ENSG00000270164.2	lncRNA
ENSG00000268027.5	lncRNA
ENSG00000268833.1	lncRNA
ENSG00000278239.1	lncRNA
ENSG00000289115.1	lncRNA
ENSG00000254887.1	lncRNA
ENSG00000259436.1	lncRNA
ENSG00000213904.10	lncRNA
ENSG00000268605.1	lncRNA
ENSG00000225877.2	lncRNA
ENSG00000282943.1	lncRNA
ENSG00000227606.2	lncRNA
ENSG00000231412.3	lncRNA
ENSG00000272396.1	lncRNA
ENSG00000269177.1	lncRNA
ENSG00000269583.1	lncRNA
ENSG00000268601.1	lncRNA
ENSG00000267058.1	lncRNA
ENSG00000286613.1	lncRNA
ENSG00000267191.3	lncRNA
ENSG00000277806.1	lncRNA
ENSG00000278492.1	lncRNA
ENSG00000266921.2	lncRNA
ENSG00000267144.2	lncRNA
ENSG00000186019.12	lncRNA
ENSG00000289428.1	lncRNA
ENSG00000287035.1	lncRNA
ENSG00000267188.1	lncRNA
ENSG00000267614.1	lncRNA
ENSG00000266903.2	lncRNA
ENSG00000288773.1	lncRNA
ENSG00000285128.1	lncRNA
ENSG00000267282.1	lncRNA
ENSG00000267114.1	lncRNA
ENSG00000267348.3	lncRNA
ENSG00000267044.1	lncRNA
ENSG00000267395.5	lncRNA
ENSG00000269148.1	lncRNA
ENSG00000268401.2	lncRNA
ENSG00000267922.1	lncRNA
ENSG00000269729.1	lncRNA
ENSG00000268621.6	lncRNA
ENSG00000269745.1	lncRNA
ENSG00000269124.1	lncRNA
ENSG00000268810.1	lncRNA
ENSG00000269151.2	lncRNA
ENSG00000204850.4	lncRNA
ENSG00000269292.1	lncRNA
ENSG00000245598.7	lncRNA
ENSG00000269487.1	lncRNA
ENSG00000275719.1	lncRNA
ENSG00000286669.1	lncRNA
ENSG00000288827.1	lncRNA
ENSG00000287896.1	lncRNA
ENSG00000268061.5	lncRNA
ENSG00000268746.1	lncRNA
ENSG00000277383.1	lncRNA
ENSG00000269806.1	lncRNA
ENSG00000269656.1	lncRNA
ENSG00000259108.3	lncRNA
ENSG00000269420.5	lncRNA
ENSG00000269534.5	lncRNA
ENSG00000269321.1	lncRNA
ENSG00000268583.2	lncRNA
ENSG00000268001.1	lncRNA
ENSG00000268186.1	lncRNA
ENSG00000268530.6	lncRNA
ENSG00000287603.1	lncRNA
ENSG00000268093.1	lncRNA
ENSG00000286024.2	lncRNA
ENSG00000235191.1	lncRNA
ENSG00000260366.1	lncRNA
ENSG00000267898.1	lncRNA
ENSG00000268108.1	lncRNA
ENSG00000268287.1	lncRNA
ENSG00000197813.6	lncRNA
ENSG00000268157.1	lncRNA
ENSG00000268686.2	lncRNA
ENSG00000273189.1	lncRNA
ENSG00000268636.1	lncRNA
ENSG00000268677.1	lncRNA
ENSG00000269194.1	lncRNA
ENSG00000268006.1	lncRNA
ENSG00000268047.1	lncRNA
ENSG00000269352.1	lncRNA
ENSG00000269091.6	lncRNA
ENSG00000204666.3	lncRNA
ENSG00000267890.1	lncRNA
ENSG00000287001.2	lncRNA
ENSG00000267815.1	lncRNA
ENSG00000269392.1	lncRNA
ENSG00000268854.1	lncRNA
ENSG00000268518.1	lncRNA
ENSG00000268231.1	lncRNA
ENSG00000268375.1	lncRNA
ENSG00000267968.1	lncRNA
ENSG00000269495.1	lncRNA
ENSG00000267879.2	lncRNA
ENSG00000268739.1	lncRNA
ENSG00000268906.1	lncRNA
ENSG00000268390.1	lncRNA
ENSG00000269072.1	lncRNA
ENSG00000268595.1	lncRNA
ENSG00000268318.5	lncRNA
ENSG00000267905.5	lncRNA
ENSG00000267984.1	lncRNA
ENSG00000268520.1	lncRNA
ENSG00000268889.2	lncRNA
ENSG00000254760.1	lncRNA
ENSG00000255441.1	lncRNA
ENSG00000268777.1	lncRNA
ENSG00000289037.1	lncRNA
ENSG00000267808.1	lncRNA
ENSG00000273837.1	lncRNA
ENSG00000269959.1	lncRNA
ENSG00000286236.1	lncRNA
ENSG00000268316.1	lncRNA
ENSG00000268095.1	lncRNA
ENSG00000269235.3	lncRNA
ENSG00000275055.1	lncRNA
ENSG00000260160.1	lncRNA
ENSG00000267827.5	lncRNA
ENSG00000268458.1	lncRNA
ENSG00000267927.1	lncRNA
ENSG00000268015.1	lncRNA
ENSG00000269102.1	lncRNA
ENSG00000269535.1	lncRNA
ENSG00000269349.1	lncRNA
ENSG00000289102.1	lncRNA
ENSG00000268886.1	lncRNA
ENSG00000268970.1	lncRNA
ENSG00000288953.1	lncRNA
ENSG00000269646.1	lncRNA
ENSG00000269082.1	lncRNA
ENSG00000267943.1	lncRNA
ENSG00000268842.1	lncRNA
ENSG00000269288.1	lncRNA
ENSG00000269758.1	lncRNA
ENSG00000287608.1	lncRNA
ENSG00000269842.5	lncRNA
ENSG00000269877.3	lncRNA
ENSG00000269564.1	lncRNA
ENSG00000228323.2	lncRNA
ENSG00000232220.2	lncRNA
ENSG00000237017.1	lncRNA
ENSG00000223660.1	lncRNA
ENSG00000269524.1	lncRNA
ENSG00000275210.1	lncRNA
ENSG00000288742.1	lncRNA
ENSG00000227407.1	lncRNA
ENSG00000268496.1	lncRNA
ENSG00000269873.1	lncRNA
ENSG00000267838.2	lncRNA
ENSG00000226696.7	lncRNA
ENSG00000269271.1	lncRNA
ENSG00000224730.1	lncRNA
ENSG00000215765.3	lncRNA
ENSG00000268734.1	lncRNA
ENSG00000267265.6	lncRNA
ENSG00000267149.2	lncRNA
ENSG00000287170.1	lncRNA
ENSG00000267577.1	lncRNA
ENSG00000286230.1	lncRNA
ENSG00000267649.1	lncRNA
ENSG00000268729.1	lncRNA
ENSG00000276831.1	lncRNA
ENSG00000269275.1	lncRNA
ENSG00000269859.1	lncRNA
ENSG00000276488.1	lncRNA
ENSG00000267523.1	lncRNA
ENSG00000267096.1	lncRNA
ENSG00000267117.1	lncRNA
ENSG00000267522.1	lncRNA
ENSG00000267298.1	lncRNA
ENSG00000267549.6	lncRNA
ENSG00000267429.1	lncRNA
ENSG00000267606.1	lncRNA
ENSG00000285996.1	lncRNA
ENSG00000267192.1	lncRNA
ENSG00000267454.6	lncRNA
ENSG00000166770.12	lncRNA
ENSG00000267224.1	lncRNA
ENSG00000267421.6	lncRNA
ENSG00000269696.3	lncRNA
ENSG00000269793.7	lncRNA
ENSG00000268654.2	lncRNA
ENSG00000268713.1	lncRNA
ENSG00000267871.6	lncRNA
ENSG00000288899.1	lncRNA
ENSG00000268205.1	lncRNA
ENSG00000268678.1	lncRNA
ENSG00000276449.1	lncRNA
ENSG00000268266.1	lncRNA
ENSG00000268392.1	lncRNA
ENSG00000269867.1	lncRNA
ENSG00000286949.1	lncRNA
ENSG00000288830.1	lncRNA
ENSG00000286632.1	lncRNA
ENSG00000268516.3	lncRNA
ENSG00000268201.1	lncRNA
ENSG00000267216.1	lncRNA
ENSG00000283103.4	lncRNA
ENSG00000268230.5	lncRNA
ENSG00000268895.6	lncRNA
ENSG00000268049.1	lncRNA
ENSG00000269054.3	lncRNA
ENSG00000268307.1	lncRNA
ENSG00000232098.3	lncRNA
ENSG00000268912.1	lncRNA
ENSG00000269473.1	lncRNA
ENSG00000269106.1	lncRNA
ENSG00000273901.1	lncRNA
ENSG00000267858.7	lncRNA
ENSG00000286104.1	lncRNA
ENSG00000269600.2	lncRNA
ENSG00000272874.1	lncRNA
ENSG00000286158.1	lncRNA
ENSG00000225377.6	lncRNA
ENSG00000286787.2	lncRNA
ENSG00000274269.1	lncRNA
ENSG00000234684.8	lncRNA
ENSG00000229728.1	lncRNA
ENSG00000237914.5	lncRNA
ENSG00000286288.1	lncRNA
ENSG00000276649.1	lncRNA
ENSG00000233896.2	lncRNA
ENSG00000286108.1	lncRNA
ENSG00000287213.1	lncRNA
ENSG00000287561.1	lncRNA
ENSG00000226644.5	lncRNA
ENSG00000228293.1	lncRNA
ENSG00000235958.5	lncRNA
ENSG00000289183.1	lncRNA
ENSG00000289494.1	lncRNA
ENSG00000277287.1	lncRNA
ENSG00000288577.1	lncRNA
ENSG00000275491.1	lncRNA
ENSG00000274949.1	lncRNA
ENSG00000229539.1	lncRNA
ENSG00000275582.1	lncRNA
ENSG00000205300.3	lncRNA
ENSG00000230176.3	lncRNA
ENSG00000236387.2	lncRNA
ENSG00000238282.1	lncRNA
ENSG00000180259.10	lncRNA
ENSG00000278595.1	lncRNA
ENSG00000277087.1	lncRNA
ENSG00000276768.1	lncRNA
ENSG00000278816.1	lncRNA
ENSG00000277425.1	lncRNA
ENSG00000266908.2	lncRNA
ENSG00000276688.1	lncRNA
ENSG00000226995.9	lncRNA
ENSG00000230563.4	lncRNA
ENSG00000205181.8	lncRNA
ENSG00000225640.1	lncRNA
ENSG00000235820.1	lncRNA
ENSG00000278719.1	lncRNA
ENSG00000275632.1	lncRNA
ENSG00000278192.1	lncRNA
ENSG00000229876.1	lncRNA
ENSG00000228482.2	lncRNA
ENSG00000232271.1	lncRNA
ENSG00000228888.1	lncRNA
ENSG00000238102.3	lncRNA
ENSG00000261249.1	lncRNA
ENSG00000224711.2	lncRNA
ENSG00000229766.7	lncRNA
ENSG00000225479.1	lncRNA
ENSG00000225988.1	lncRNA
ENSG00000286740.1	lncRNA
ENSG00000232738.1	lncRNA
ENSG00000286470.1	lncRNA
ENSG00000243961.2	lncRNA
ENSG00000227906.9	lncRNA
ENSG00000230506.2	lncRNA
ENSG00000232448.2	lncRNA
ENSG00000289505.1	lncRNA
ENSG00000286936.1	lncRNA
ENSG00000270792.6	lncRNA
ENSG00000224961.3	lncRNA
ENSG00000234900.1	lncRNA
ENSG00000232900.2	lncRNA
ENSG00000125899.8	lncRNA
ENSG00000270777.1	lncRNA
ENSG00000230990.2	lncRNA
ENSG00000282478.1	lncRNA
ENSG00000287754.1	lncRNA
ENSG00000261411.1	lncRNA
ENSG00000228422.5	lncRNA
ENSG00000236526.1	lncRNA
ENSG00000235292.2	lncRNA
ENSG00000230437.1	lncRNA
ENSG00000233048.1	lncRNA
ENSG00000269931.2	lncRNA
ENSG00000286087.1	lncRNA
ENSG00000234265.2	lncRNA
ENSG00000226263.1	lncRNA
ENSG00000225956.1	lncRNA
ENSG00000278153.1	lncRNA
ENSG00000287062.1	lncRNA
ENSG00000227927.2	lncRNA
ENSG00000289572.1	lncRNA
ENSG00000235914.2	lncRNA
ENSG00000237832.1	lncRNA
ENSG00000225181.1	lncRNA
ENSG00000286546.1	lncRNA
ENSG00000287410.1	lncRNA
ENSG00000273998.1	lncRNA
ENSG00000275728.1	lncRNA
ENSG00000228809.2	lncRNA
ENSG00000236985.1	lncRNA
ENSG00000286571.1	lncRNA
ENSG00000287241.1	lncRNA
ENSG00000277373.1	lncRNA
ENSG00000233625.1	lncRNA
ENSG00000229262.1	lncRNA
ENSG00000287954.1	lncRNA
ENSG00000230010.2	lncRNA
ENSG00000237259.1	lncRNA
ENSG00000237282.3	lncRNA
ENSG00000233993.1	lncRNA
ENSG00000179935.10	lncRNA
ENSG00000273148.1	lncRNA
ENSG00000149443.7	lncRNA
ENSG00000274863.1	lncRNA
ENSG00000287430.1	lncRNA
ENSG00000235996.1	lncRNA
ENSG00000179447.2	lncRNA
ENSG00000268628.2	lncRNA
ENSG00000241054.1	lncRNA
ENSG00000225417.1	lncRNA
ENSG00000243810.1	lncRNA
ENSG00000234104.1	lncRNA
ENSG00000225127.4	lncRNA
ENSG00000283405.2	lncRNA
ENSG00000228604.3	lncRNA
ENSG00000232712.6	lncRNA
ENSG00000275457.1	lncRNA
ENSG00000225280.7	lncRNA
ENSG00000278041.1	lncRNA
ENSG00000258197.1	lncRNA
ENSG00000289590.1	lncRNA
ENSG00000289431.1	lncRNA
ENSG00000233492.2	lncRNA
ENSG00000279082.5	lncRNA
ENSG00000280350.1	lncRNA
ENSG00000238034.2	lncRNA
ENSG00000234435.3	lncRNA
ENSG00000234862.1	lncRNA
ENSG00000225321.2	lncRNA
ENSG00000204684.4	lncRNA
ENSG00000288974.1	lncRNA
ENSG00000259974.4	lncRNA
ENSG00000237396.1	lncRNA
ENSG00000230400.3	lncRNA
ENSG00000283072.3	lncRNA
ENSG00000230492.2	lncRNA
ENSG00000234646.7	lncRNA
ENSG00000233746.2	lncRNA
ENSG00000230387.5	lncRNA
ENSG00000277901.1	lncRNA
ENSG00000234832.1	lncRNA
ENSG00000232645.6	lncRNA
ENSG00000273838.2	lncRNA
ENSG00000260202.2	lncRNA
ENSG00000276638.1	lncRNA
ENSG00000270001.1	lncRNA
ENSG00000225056.1	lncRNA
ENSG00000286117.2	lncRNA
ENSG00000286270.2	lncRNA
ENSG00000230908.2	lncRNA
ENSG00000230133.2	lncRNA
ENSG00000236151.1	lncRNA
ENSG00000232200.2	lncRNA
ENSG00000228539.1	lncRNA
ENSG00000231015.1	lncRNA
ENSG00000274173.1	lncRNA
ENSG00000286444.1	lncRNA
ENSG00000275358.1	lncRNA
ENSG00000230725.6	lncRNA
ENSG00000286472.1	lncRNA
ENSG00000277938.1	lncRNA
ENSG00000274414.1	lncRNA
ENSG00000274507.1	lncRNA
ENSG00000276952.1	lncRNA
ENSG00000213742.7	lncRNA
ENSG00000278383.1	lncRNA
ENSG00000226465.4	lncRNA
ENSG00000175170.16	lncRNA
ENSG00000226203.2	lncRNA
ENSG00000125804.14	lncRNA
ENSG00000231081.1	lncRNA
ENSG00000287569.1	lncRNA
ENSG00000230440.1	lncRNA
ENSG00000287211.1	lncRNA
ENSG00000238129.5	lncRNA
ENSG00000287889.1	lncRNA
ENSG00000205611.5	lncRNA
ENSG00000286483.1	lncRNA
ENSG00000287288.1	lncRNA
ENSG00000231934.2	lncRNA
ENSG00000233354.1	lncRNA
ENSG00000274364.1	lncRNA
ENSG00000235313.1	lncRNA
ENSG00000230613.1	lncRNA
ENSG00000278276.1	lncRNA
ENSG00000236559.1	lncRNA
ENSG00000281376.1	lncRNA
ENSG00000289492.1	lncRNA
ENSG00000278012.1	lncRNA
ENSG00000226239.2	lncRNA
ENSG00000275576.1	lncRNA
ENSG00000287850.1	lncRNA
ENSG00000277692.1	lncRNA
ENSG00000236772.1	lncRNA
ENSG00000286311.1	lncRNA
ENSG00000277301.1	lncRNA
ENSG00000233293.1	lncRNA
ENSG00000204393.7	lncRNA
ENSG00000228156.1	lncRNA
ENSG00000260536.1	lncRNA
ENSG00000260257.2	lncRNA
ENSG00000224876.1	lncRNA
ENSG00000288878.1	lncRNA
ENSG00000275223.1	lncRNA
ENSG00000271803.1	lncRNA
ENSG00000229188.2	lncRNA
ENSG00000230753.6	lncRNA
ENSG00000285230.3	lncRNA
ENSG00000228386.2	lncRNA
